Type,Datum,Tagesertrag,Einsparung,Netzeinspeisung,Eigenverbrauch Elektrolyseur,Eigenverbrauch Batterie,Produktionsrate,Wassernutzung,Energieverbrauch,EL-Tank,SoC,Leistung,Tankstellen-ID,Startzeit,Endzeit,Fahrzeugkennzeichen
Tankvorgang,,,,,,,,,,,,,76,2024-04-06 13:31:35,2024-01-21 10:28:00,UJL-2434
Tankvorgang,,,,,,,,,,,,,50,2024-04-06 13:31:35,2024-01-21 10:25:00,TBR-8325
Tankvorgang,,,,,,,,,,,,,33,2024-04-06 13:31:35,2024-01-21 10:21:00,MCQ-9332
PV-Anlage,21.01.2024 11:00:00,94.52,492,33.34,18.34,42.84,1289.81,1550.04,42.3,264,82,691.26,,,,
PV-Anlage,21.01.2024 12:00:00,20.05,493,8.18,4.72,7.15,1149.46,1683.68,18.4,940,84,-524.58,,,,
PV-Anlage,21.01.2024 13:00:00,81.07,494,7.88,62.06,11.13,1198.65,89.32,19.14,744,94,903.13,,,,
Tankvorgang,,,,,,,,,,,,,98,2024-01-21 13:00:00,,YUA-5750
Tankvorgang,,,,,,,,,,,,,83,2024-01-21 13:00:00,,JFM-7580
Tankvorgang,,,,,,,,,,,,,86,2024-01-21 13:00:00,,YTU-0139
Tankvorgang,,,,,,,,,,,,,97,2024-01-21 13:00:00,,AII-9684
Tankvorgang,,,,,,,,,,,,,64,2024-01-21 13:00:00,,ALN-3855
Tankvorgang,,,,,,,,,,,,,16,2024-04-06 13:31:35,2024-01-21 13:20:00,XYL-7433
Tankvorgang,,,,,,,,,,,,,3,2024-04-06 13:31:35,2024-01-21 13:14:00,DNG-4977
Tankvorgang,,,,,,,,,,,,,82,2024-04-06 13:31:35,2024-01-21 13:22:00,POU-2156
Tankvorgang,,,,,,,,,,,,,86,2024-04-06 13:31:35,2024-01-21 13:26:00,CUE-9122
Tankvorgang,,,,,,,,,,,,,89,2024-04-06 13:31:35,2024-01-21 13:29:00,WVA-1270
PV-Anlage,21.01.2024 14:00:00,18.45,495,17.68,0.56,0.21,558.07,1722.41,29.83,215,68,265.07,,,,
Tankvorgang,,,,,,,,,,,,,26,2024-01-21 14:00:00,,LID-0116
Tankvorgang,,,,,,,,,,,,,84,2024-04-06 13:31:35,2024-01-21 14:22:00,UBQ-0138
PV-Anlage,21.01.2024 15:00:00,41.63,496,39.56,1.1,0.97,1126.37,1613.49,74.22,900,25,-653.87,,,,
Tankvorgang,,,,,,,,,,,,,7,2024-01-21 15:00:00,,TSO-2903
Tankvorgang,,,,,,,,,,,,,28,2024-01-21 15:00:00,,MWM-1556
Tankvorgang,,,,,,,,,,,,,39,2024-01-21 15:00:00,,OMC-9149
Tankvorgang,,,,,,,,,,,,,41,2024-01-21 15:00:00,,TPL-8143
Tankvorgang,,,,,,,,,,,,,78,2024-04-06 13:31:35,2024-01-21 15:11:00,DGL-0763
Tankvorgang,,,,,,,,,,,,,95,2024-04-06 13:31:35,2024-01-21 15:12:00,IAJ-1751
Tankvorgang,,,,,,,,,,,,,53,2024-04-06 13:31:35,2024-01-21 15:27:00,TMJ-0429
Tankvorgang,,,,,,,,,,,,,50,2024-04-06 13:31:35,2024-01-21 15:30:00,BKM-9948
PV-Anlage,21.01.2024 16:00:00,21.97,497,15.38,5.1,1.49,1476.32,2731.26,26.44,35,91,1875.39,,,,
Tankvorgang,,,,,,,,,,,,,3,2024-01-21 16:00:00,,SWZ-4772
Tankvorgang,,,,,,,,,,,,,8,2024-01-21 16:00:00,,ZDV-1225
Tankvorgang,,,,,,,,,,,,,70,2024-01-21 16:00:00,,ENZ-6190
Tankvorgang,,,,,,,,,,,,,35,2024-01-21 16:00:00,,PDD-6157
Tankvorgang,,,,,,,,,,,,,92,2024-04-06 13:31:35,2024-01-21 16:23:00,HSB-5593
Tankvorgang,,,,,,,,,,,,,75,2024-04-06 13:31:35,2024-01-21 16:26:00,OKC-4874
Tankvorgang,,,,,,,,,,,,,20,2024-04-06 13:31:35,2024-01-21 16:13:00,XJI-0869
Tankvorgang,,,,,,,,,,,,,5,2024-04-06 13:31:35,2024-01-21 16:11:00,YKD-6193
PV-Anlage,21.01.2024 17:00:00,24.15,498,13.21,9.38,1.56,1034.65,1059.77,2.81,806,22,1054.52,,,,
Tankvorgang,,,,,,,,,,,,,98,2024-01-21 17:00:00,,UQM-8042
Tankvorgang,,,,,,,,,,,,,39,2024-01-21 17:00:00,,YDM-7524
Tankvorgang,,,,,,,,,,,,,48,2024-04-06 13:31:35,2024-01-21 17:10:00,JBU-7118
Tankvorgang,,,,,,,,,,,,,40,2024-04-06 13:31:35,2024-01-21 17:28:00,PBO-8231
PV-Anlage,21.01.2024 18:00:00,94.85,499,41.92,18.02,34.91,762.74,3024.02,64.51,937,44,915.23,,,,
Tankvorgang,,,,,,,,,,,,,65,2024-01-21 18:00:00,,CZY-1478
Tankvorgang,,,,,,,,,,,,,91,2024-01-21 18:00:00,,SKX-3808
Tankvorgang,,,,,,,,,,,,,81,2024-01-21 18:00:00,,AOR-2467
Tankvorgang,,,,,,,,,,,,,7,2024-01-21 18:00:00,,VAH-6281
Tankvorgang,,,,,,,,,,,,,87,2024-01-21 18:00:00,,GEA-2421
Tankvorgang,,,,,,,,,,,,,71,2024-04-06 13:31:35,2024-01-21 18:25:00,HZY-6628
Tankvorgang,,,,,,,,,,,,,46,2024-04-06 13:31:35,2024-01-21 18:28:00,PQC-0977
Tankvorgang,,,,,,,,,,,,,9,2024-04-06 13:31:35,2024-01-21 18:23:00,UIP-4129
Tankvorgang,,,,,,,,,,,,,92,2024-04-06 13:31:35,2024-01-21 18:12:00,PCP-7829
Tankvorgang,,,,,,,,,,,,,49,2024-04-06 13:31:35,2024-01-21 18:25:00,LWL-2612
PV-Anlage,21.01.2024 19:00:00,17.02,500,14.21,0.78,2.03,836.37,1980.34,86.61,932,66,-1717.48,,,,
Tankvorgang,,,,,,,,,,,,,42,2024-01-21 19:00:00,,FJE-1694
Tankvorgang,,,,,,,,,,,,,66,2024-01-21 19:00:00,,LSN-8539
Tankvorgang,,,,,,,,,,,,,59,2024-01-21 19:00:00,,GUA-8925
Tankvorgang,,,,,,,,,,,,,70,2024-04-06 13:31:35,2024-01-21 19:27:00,ALY-1066
Tankvorgang,,,,,,,,,,,,,94,2024-04-06 13:31:35,2024-01-21 19:14:00,KQU-1537
Tankvorgang,,,,,,,,,,,,,15,2024-04-06 13:31:35,2024-01-21 19:10:00,GGP-6370
PV-Anlage,21.01.2024 20:00:00,58.12,501,35.78,19.4,2.94,1882.39,43.56,46.97,433,73,-138.77,,,,
Tankvorgang,,,,,,,,,,,,,87,2024-01-21 20:00:00,,ZBS-8507
Tankvorgang,,,,,,,,,,,,,95,2024-04-06 13:31:35,2024-01-21 20:14:00,NCZ-1633
PV-Anlage,21.01.2024 21:00:00,84.76,502,11.09,52.34,21.33,393.49,227.86,95.61,446,68,750.87,,,,
Tankvorgang,,,,,,,,,,,,,73,2024-01-21 21:00:00,,RBI-2748
Tankvorgang,,,,,,,,,,,,,11,2024-01-21 21:00:00,,THS-2110
Tankvorgang,,,,,,,,,,,,,6,2024-04-06 13:31:35,2024-01-21 21:18:00,ULJ-7175
Tankvorgang,,,,,,,,,,,,,29,2024-04-06 13:31:35,2024-01-21 21:18:00,ACX-2237
PV-Anlage,21.01.2024 22:00:00,73.93,503,15.74,17.61,40.58,173.21,1430.84,32.93,503,33,638.59,,,,
Tankvorgang,,,,,,,,,,,,,72,2024-01-21 22:00:00,,PXQ-9791
Tankvorgang,,,,,,,,,,,,,50,2024-01-21 22:00:00,,DQR-8079
Tankvorgang,,,,,,,,,,,,,96,2024-04-06 13:31:35,2024-01-21 22:19:00,VQB-9879
Tankvorgang,,,,,,,,,,,,,37,2024-04-06 13:31:35,2024-01-21 22:11:00,NBQ-2940
PV-Anlage,21.01.2024 23:00:00,60.69,504,19.08,14.98,26.63,1447.56,401.37,84.63,249,94,624.85,,,,
Tankvorgang,,,,,,,,,,,,,93,2024-01-21 23:00:00,,OVD-8077
Tankvorgang,,,,,,,,,,,,,91,2024-01-21 23:00:00,,VXB-7140
Tankvorgang,,,,,,,,,,,,,79,2024-01-21 23:00:00,,GYS-6482
Tankvorgang,,,,,,,,,,,,,84,2024-04-06 13:31:35,2024-01-21 23:12:00,NFF-6876
Tankvorgang,,,,,,,,,,,,,11,2024-04-06 13:31:35,2024-01-21 23:24:00,ZDC-5094
Tankvorgang,,,,,,,,,,,,,4,2024-04-06 13:31:35,2024-01-21 23:21:00,OJJ-2838
PV-Anlage,22.01.2024 00:00:00,14.5,505,13.66,0.78,0.06,394.38,3049.23,76.92,55,99,-1651.83,,,,
Tankvorgang,,,,,,,,,,,,,50,2024-01-22 00:00:00,,VLA-0666
Tankvorgang,,,,,,,,,,,,,99,2024-04-06 13:31:35,2024-01-22 00:30:00,GIP-4641
PV-Anlage,22.01.2024 01:00:00,25.94,506,13.16,10.13,2.65,120.87,1975.45,58.7,951,40,1997.7,,,,
PV-Anlage,22.01.2024 02:00:00,5.18,507,1.36,2.84,0.98,999.57,3892.69,95.4,339,85,-1473.24,,,,
Tankvorgang,,,,,,,,,,,,,34,2024-01-22 02:00:00,,XOC-8685
Tankvorgang,,,,,,,,,,,,,58,2024-01-22 02:00:00,,AZH-0803
Tankvorgang,,,,,,,,,,,,,2,2024-01-22 02:00:00,,UEX-3141
Tankvorgang,,,,,,,,,,,,,31,2024-01-22 02:00:00,,PRK-1998
Tankvorgang,,,,,,,,,,,,,39,2024-04-06 13:31:35,2024-01-22 02:11:00,MYY-8852
Tankvorgang,,,,,,,,,,,,,3,2024-04-06 13:31:35,2024-01-22 02:30:00,NVV-7878
Tankvorgang,,,,,,,,,,,,,27,2024-04-06 13:31:35,2024-01-22 02:11:00,LDD-7557
Tankvorgang,,,,,,,,,,,,,97,2024-04-06 13:31:35,2024-01-22 02:11:00,XSU-5693
PV-Anlage,22.01.2024 03:00:00,51.39,508,19.34,28.17,3.88,86.72,727.8,67.41,820,94,248.81,,,,
Tankvorgang,,,,,,,,,,,,,44,2024-01-22 03:00:00,,HRN-5401
Tankvorgang,,,,,,,,,,,,,34,2024-01-22 03:00:00,,TPL-4768
Tankvorgang,,,,,,,,,,,,,3,2024-01-22 03:00:00,,AGD-2124
Tankvorgang,,,,,,,,,,,,,14,2024-01-22 03:00:00,,OYV-3270
Tankvorgang,,,,,,,,,,,,,54,2024-04-06 13:31:35,2024-01-22 03:15:00,GQU-4710
Tankvorgang,,,,,,,,,,,,,73,2024-04-06 13:31:35,2024-01-22 03:11:00,IAV-6579
Tankvorgang,,,,,,,,,,,,,25,2024-04-06 13:31:35,2024-01-22 03:22:00,XCS-9271
Tankvorgang,,,,,,,,,,,,,59,2024-04-06 13:31:35,2024-01-22 03:28:00,JCC-9314
PV-Anlage,22.01.2024 04:00:00,58.06,509,54.26,1.15,2.65,1495.12,1478.14,67.97,814,15,-1148.62,,,,
Tankvorgang,,,,,,,,,,,,,40,2024-01-22 04:00:00,,HAA-3894
Tankvorgang,,,,,,,,,,,,,80,2024-04-06 13:31:35,2024-01-22 04:14:00,WIM-9052
PV-Anlage,22.01.2024 05:00:00,9.23,510,5.98,0.2,3.05,561.48,3481.78,17.89,973,27,1439.21,,,,
Tankvorgang,,,,,,,,,,,,,64,2024-01-22 05:00:00,,VCW-1352
Tankvorgang,,,,,,,,,,,,,64,2024-01-22 05:00:00,,CTV-3340
Tankvorgang,,,,,,,,,,,,,27,2024-01-22 05:00:00,,ODM-5138
Tankvorgang,,,,,,,,,,,,,92,2024-01-22 05:00:00,,LHE-4317
Tankvorgang,,,,,,,,,,,,,31,2024-04-06 13:31:35,2024-01-22 05:28:00,UUT-7036
Tankvorgang,,,,,,,,,,,,,15,2024-04-06 13:31:35,2024-01-22 05:28:00,RKH-0269
Tankvorgang,,,,,,,,,,,,,3,2024-04-06 13:31:35,2024-01-22 05:11:00,TNN-1157
Tankvorgang,,,,,,,,,,,,,14,2024-04-06 13:31:35,2024-01-22 05:13:00,DVI-9701
PV-Anlage,22.01.2024 06:00:00,28.41,511,10.15,10.12,8.14,984.78,1149.27,82.79,235,68,595.74,,,,
Tankvorgang,,,,,,,,,,,,,89,2024-01-22 06:00:00,,MTO-5714
Tankvorgang,,,,,,,,,,,,,50,2024-01-22 06:00:00,,JNM-8859
Tankvorgang,,,,,,,,,,,,,69,2024-04-06 13:31:35,2024-01-22 06:25:00,HSD-1824
Tankvorgang,,,,,,,,,,,,,79,2024-04-06 13:31:35,2024-01-22 06:30:00,SLY-1763
PV-Anlage,22.01.2024 07:00:00,58.81,512,14.34,4.16,40.31,488.4,1522.79,58.94,127,71,1762.85,,,,
PV-Anlage,22.01.2024 08:00:00,31.94,513,22.57,1.59,7.78,1887.62,31.5,12.78,817,70,1530.87,,,,
Tankvorgang,,,,,,,,,,,,,33,2024-01-22 08:00:00,,NXV-6839
Tankvorgang,,,,,,,,,,,,,71,2024-01-22 08:00:00,,NLS-9355
Tankvorgang,,,,,,,,,,,,,58,2024-01-22 08:00:00,,RBP-4174
Tankvorgang,,,,,,,,,,,,,29,2024-01-22 08:00:00,,JKM-4765
Tankvorgang,,,,,,,,,,,,,27,2024-04-06 13:31:35,2024-01-22 08:17:00,CPX-4938
Tankvorgang,,,,,,,,,,,,,11,2024-04-06 13:31:35,2024-01-22 08:21:00,ZNK-1958
Tankvorgang,,,,,,,,,,,,,54,2024-04-06 13:31:35,2024-01-22 08:14:00,RPH-8055
Tankvorgang,,,,,,,,,,,,,45,2024-04-06 13:31:35,2024-01-22 08:29:00,IHX-9514
PV-Anlage,22.01.2024 09:00:00,26.91,514,18.78,3.03,5.1,1341.56,1237.4,98.64,63,16,-1948.52,,,,
Tankvorgang,,,,,,,,,,,,,75,2024-01-22 09:00:00,,KFK-4680
Tankvorgang,,,,,,,,,,,,,43,2024-01-22 09:00:00,,WYF-0330
Tankvorgang,,,,,,,,,,,,,57,2024-01-22 09:00:00,,AOO-0777
Tankvorgang,,,,,,,,,,,,,89,2024-04-06 13:31:35,2024-01-22 09:22:00,DVS-9084
Tankvorgang,,,,,,,,,,,,,71,2024-04-06 13:31:35,2024-01-22 09:23:00,THW-8415
Tankvorgang,,,,,,,,,,,,,92,2024-04-06 13:31:35,2024-01-22 09:27:00,DYO-1126
PV-Anlage,22.01.2024 10:00:00,21.18,515,14.77,4.12,2.29,1667.86,2600.65,16.57,355,65,-56.97,,,,
Tankvorgang,,,,,,,,,,,,,3,2024-01-22 10:00:00,,UNR-3533
Tankvorgang,,,,,,,,,,,,,69,2024-01-22 10:00:00,,YER-0461
Tankvorgang,,,,,,,,,,,,,50,2024-01-22 10:00:00,,SWJ-7087
Tankvorgang,,,,,,,,,,,,,51,2024-01-22 10:00:00,,AUO-6532
Tankvorgang,,,,,,,,,,,,,18,2024-01-22 10:00:00,,EGF-9940
Tankvorgang,,,,,,,,,,,,,53,2024-04-06 13:31:35,2024-01-22 10:11:00,PII-9419
Tankvorgang,,,,,,,,,,,,,25,2024-04-06 13:31:35,2024-01-22 10:23:00,ORV-9473
Tankvorgang,,,,,,,,,,,,,49,2024-04-06 13:31:35,2024-01-22 10:24:00,AIP-9924
Tankvorgang,,,,,,,,,,,,,53,2024-04-06 13:31:35,2024-01-22 10:15:00,DDP-6950
Tankvorgang,,,,,,,,,,,,,57,2024-04-06 13:31:35,2024-01-22 10:14:00,PVB-8977
PV-Anlage,22.01.2024 11:00:00,89.43,516,57.53,12.76,19.14,1557.29,1142.08,89.46,228,95,1609.26,,,,
Tankvorgang,,,,,,,,,,,,,9,2024-01-22 11:00:00,,QYL-4861
Tankvorgang,,,,,,,,,,,,,82,2024-01-22 11:00:00,,CEX-2379
Tankvorgang,,,,,,,,,,,,,17,2024-01-22 11:00:00,,UYX-1836
Tankvorgang,,,,,,,,,,,,,28,2024-01-22 11:00:00,,GCG-4985
Tankvorgang,,,,,,,,,,,,,60,2024-01-22 11:00:00,,YSI-3366
Tankvorgang,,,,,,,,,,,,,95,2024-04-06 13:31:35,2024-01-22 11:24:00,RJC-1012
Tankvorgang,,,,,,,,,,,,,14,2024-04-06 13:31:35,2024-01-22 11:30:00,HIS-4406
Tankvorgang,,,,,,,,,,,,,74,2024-04-06 13:31:35,2024-01-22 11:11:00,NHA-2617
Tankvorgang,,,,,,,,,,,,,74,2024-04-06 13:31:35,2024-01-22 11:11:00,AZE-7699
Tankvorgang,,,,,,,,,,,,,56,2024-04-06 13:31:35,2024-01-22 11:22:00,LYO-2129
PV-Anlage,22.01.2024 12:00:00,9.09,517,7.6,0.69,0.8,644.92,3675.45,32.65,533,22,421.85,,,,
Tankvorgang,,,,,,,,,,,,,55,2024-01-22 12:00:00,,OLF-3961
Tankvorgang,,,,,,,,,,,,,82,2024-01-22 12:00:00,,DOW-8495
Tankvorgang,,,,,,,,,,,,,8,2024-01-22 12:00:00,,ALJ-9476
Tankvorgang,,,,,,,,,,,,,70,2024-01-22 12:00:00,,HCP-5465
Tankvorgang,,,,,,,,,,,,,47,2024-04-06 13:31:35,2024-01-22 12:24:00,VXB-8515
Tankvorgang,,,,,,,,,,,,,65,2024-04-06 13:31:35,2024-01-22 12:21:00,FDN-1290
Tankvorgang,,,,,,,,,,,,,49,2024-04-06 13:31:35,2024-01-22 12:27:00,XKM-9057
Tankvorgang,,,,,,,,,,,,,35,2024-04-06 13:31:35,2024-01-22 12:22:00,GIC-8815
PV-Anlage,22.01.2024 13:00:00,89.83,518,85.01,3.91,0.91,1384.68,1204.65,13.82,267,24,-1133.13,,,,
Tankvorgang,,,,,,,,,,,,,30,2024-01-22 13:00:00,,KXF-9109
Tankvorgang,,,,,,,,,,,,,60,2024-04-06 13:31:35,2024-01-22 13:13:00,UBT-9789
PV-Anlage,22.01.2024 14:00:00,58.41,519,24.47,3.33,30.61,1504.19,2203.26,27.59,564,15,-558.7,,,,
PV-Anlage,22.01.2024 15:00:00,17.64,520,13.7,0.21,3.73,1512.01,3994.21,48.17,274,26,-1791.12,,,,
Tankvorgang,,,,,,,,,,,,,74,2024-01-22 15:00:00,,SEA-8706
Tankvorgang,,,,,,,,,,,,,93,2024-01-22 15:00:00,,VJJ-1414
Tankvorgang,,,,,,,,,,,,,35,2024-01-22 15:00:00,,JBA-3333
Tankvorgang,,,,,,,,,,,,,87,2024-01-22 15:00:00,,VNK-7120
Tankvorgang,,,,,,,,,,,,,24,2024-01-22 15:00:00,,JFV-6942
Tankvorgang,,,,,,,,,,,,,88,2024-04-06 13:31:35,2024-01-22 15:30:00,TBT-6595
Tankvorgang,,,,,,,,,,,,,25,2024-04-06 13:31:35,2024-01-22 15:16:00,CXF-0620
Tankvorgang,,,,,,,,,,,,,38,2024-04-06 13:31:35,2024-01-22 15:11:00,IRD-7669
Tankvorgang,,,,,,,,,,,,,62,2024-04-06 13:31:35,2024-01-22 15:12:00,UIK-9869
Tankvorgang,,,,,,,,,,,,,18,2024-04-06 13:31:35,2024-01-22 15:12:00,ZKE-7567
PV-Anlage,22.01.2024 16:00:00,99.46,521,68.77,27.5,3.19,1557.74,3095.99,47.42,294,15,-449.5,,,,
Tankvorgang,,,,,,,,,,,,,90,2024-01-22 16:00:00,,LHE-8895
Tankvorgang,,,,,,,,,,,,,26,2024-01-22 16:00:00,,RQG-9368
Tankvorgang,,,,,,,,,,,,,20,2024-01-22 16:00:00,,AVF-9348
Tankvorgang,,,,,,,,,,,,,40,2024-01-22 16:00:00,,LYY-5997
Tankvorgang,,,,,,,,,,,,,85,2024-04-06 13:31:35,2024-01-22 16:29:00,ADU-5512
Tankvorgang,,,,,,,,,,,,,84,2024-04-06 13:31:35,2024-01-22 16:12:00,XOX-7434
Tankvorgang,,,,,,,,,,,,,70,2024-04-06 13:31:35,2024-01-22 16:19:00,OET-3630
Tankvorgang,,,,,,,,,,,,,61,2024-04-06 13:31:35,2024-01-22 16:15:00,AML-3331
PV-Anlage,22.01.2024 17:00:00,68.38,522,20.52,15.63,32.23,1916.49,936.03,31.04,372,7,-47.52,,,,
PV-Anlage,22.01.2024 18:00:00,19.26,523,7.83,8.34,3.09,1190.26,3494.88,90.91,588,59,922.88,,,,
Tankvorgang,,,,,,,,,,,,,3,2024-01-22 18:00:00,,IDT-7121
Tankvorgang,,,,,,,,,,,,,61,2024-01-22 18:00:00,,FDZ-4769
Tankvorgang,,,,,,,,,,,,,91,2024-04-06 13:31:35,2024-01-22 18:18:00,PJG-5514
Tankvorgang,,,,,,,,,,,,,70,2024-04-06 13:31:35,2024-01-22 18:23:00,TUF-9038
PV-Anlage,22.01.2024 19:00:00,48.72,524,1.33,22.53,24.86,265.18,2644.74,6.24,240,61,-514.06,,,,
Tankvorgang,,,,,,,,,,,,,31,2024-01-22 19:00:00,,PVX-5415
Tankvorgang,,,,,,,,,,,,,39,2024-04-06 13:31:35,2024-01-22 19:20:00,UKS-0469
PV-Anlage,22.01.2024 20:00:00,31.73,525,29.88,0.2,1.65,969.48,2598.23,24.68,112,46,-210.05,,,,
Tankvorgang,,,,,,,,,,,,,88,2024-01-22 20:00:00,,YGV-3599
Tankvorgang,,,,,,,,,,,,,57,2024-01-22 20:00:00,,HUX-7201
Tankvorgang,,,,,,,,,,,,,43,2024-01-22 20:00:00,,XGR-2731
Tankvorgang,,,,,,,,,,,,,79,2024-01-22 20:00:00,,OEP-3430
Tankvorgang,,,,,,,,,,,,,92,2024-04-06 13:31:35,2024-01-22 20:20:00,CLA-3541
Tankvorgang,,,,,,,,,,,,,30,2024-04-06 13:31:35,2024-01-22 20:25:00,TNE-9130
Tankvorgang,,,,,,,,,,,,,43,2024-04-06 13:31:35,2024-01-22 20:28:00,DPF-5753
Tankvorgang,,,,,,,,,,,,,18,2024-04-06 13:31:35,2024-01-22 20:17:00,TFO-8336
PV-Anlage,22.01.2024 21:00:00,35.12,526,30.11,5.01,-0.0,1176.85,3263.21,12.0,27,38,-112.76,,,,
Tankvorgang,,,,,,,,,,,,,47,2024-01-22 21:00:00,,GVE-4991
Tankvorgang,,,,,,,,,,,,,60,2024-01-22 21:00:00,,QYP-1132
Tankvorgang,,,,,,,,,,,,,10,2024-01-22 21:00:00,,UAT-2075
Tankvorgang,,,,,,,,,,,,,70,2024-01-22 21:00:00,,MVZ-5863
Tankvorgang,,,,,,,,,,,,,46,2024-01-22 21:00:00,,FWV-2515
Tankvorgang,,,,,,,,,,,,,38,2024-04-06 13:31:35,2024-01-22 21:15:00,VKT-0345
Tankvorgang,,,,,,,,,,,,,97,2024-04-06 13:31:35,2024-01-22 21:14:00,AHG-9801
Tankvorgang,,,,,,,,,,,,,93,2024-04-06 13:31:35,2024-01-22 21:10:00,NBM-4298
Tankvorgang,,,,,,,,,,,,,26,2024-04-06 13:31:35,2024-01-22 21:18:00,ERY-6773
Tankvorgang,,,,,,,,,,,,,93,2024-04-06 13:31:35,2024-01-22 21:30:00,KDV-7525
PV-Anlage,22.01.2024 22:00:00,68.86,527,45.07,15.09,8.7,516.81,3944.74,78.08,128,84,-526.62,,,,
Tankvorgang,,,,,,,,,,,,,18,2024-01-22 22:00:00,,RHZ-3767
Tankvorgang,,,,,,,,,,,,,88,2024-01-22 22:00:00,,KOB-1580
Tankvorgang,,,,,,,,,,,,,57,2024-01-22 22:00:00,,BRM-8112
Tankvorgang,,,,,,,,,,,,,5,2024-01-22 22:00:00,,SQX-1895
Tankvorgang,,,,,,,,,,,,,91,2024-04-06 13:31:35,2024-01-22 22:18:00,BJX-7597
Tankvorgang,,,,,,,,,,,,,23,2024-04-06 13:31:35,2024-01-22 22:23:00,GOM-9827
Tankvorgang,,,,,,,,,,,,,35,2024-04-06 13:31:35,2024-01-22 22:24:00,OBR-0536
Tankvorgang,,,,,,,,,,,,,52,2024-04-06 13:31:35,2024-01-22 22:15:00,HIL-9186
PV-Anlage,22.01.2024 23:00:00,33.45,528,32.93,0.03,0.49,5.96,488.8,74.36,459,21,-292.4,,,,
Tankvorgang,,,,,,,,,,,,,68,2024-01-22 23:00:00,,HKL-3489
Tankvorgang,,,,,,,,,,,,,97,2024-04-06 13:31:35,2024-01-22 23:20:00,EKK-7777
PV-Anlage,23.01.2024 00:00:00,95.88,529,62.47,0.62,32.79,1666.84,3535.44,9.53,922,3,729.06,,,,
Tankvorgang,,,,,,,,,,,,,78,2024-01-23 00:00:00,,PFG-5242
Tankvorgang,,,,,,,,,,,,,21,2024-04-06 13:31:35,2024-01-23 00:30:00,YZC-0630
PV-Anlage,23.01.2024 01:00:00,54.3,530,9.09,28.21,17.0,1205.91,20.26,95.84,447,63,1249.0,,,,
Tankvorgang,,,,,,,,,,,,,9,2024-01-23 01:00:00,,GBF-9649
Tankvorgang,,,,,,,,,,,,,77,2024-01-23 01:00:00,,YOD-5626
Tankvorgang,,,,,,,,,,,,,50,2024-04-06 13:31:35,2024-01-23 01:11:00,DKH-1844
Tankvorgang,,,,,,,,,,,,,28,2024-04-06 13:31:35,2024-01-23 01:19:00,GRX-1604
PV-Anlage,23.01.2024 02:00:00,9.92,531,7.89,1.47,0.56,35.45,1471.84,4.52,89,18,-1229.73,,,,
Tankvorgang,,,,,,,,,,,,,21,2024-01-23 02:00:00,,JKW-4051
Tankvorgang,,,,,,,,,,,,,35,2024-01-23 02:00:00,,WLR-9388
Tankvorgang,,,,,,,,,,,,,25,2024-01-23 02:00:00,,XEG-7260
Tankvorgang,,,,,,,,,,,,,72,2024-04-06 13:31:35,2024-01-23 02:22:00,PDS-1639
Tankvorgang,,,,,,,,,,,,,83,2024-04-06 13:31:35,2024-01-23 02:25:00,ELM-6734
Tankvorgang,,,,,,,,,,,,,68,2024-04-06 13:31:35,2024-01-23 02:23:00,OTR-8038
PV-Anlage,23.01.2024 03:00:00,54.81,532,48.93,0.6,5.28,1516.66,2979.02,62.19,218,85,710.93,,,,
Tankvorgang,,,,,,,,,,,,,33,2024-01-23 03:00:00,,HPZ-4447
Tankvorgang,,,,,,,,,,,,,20,2024-01-23 03:00:00,,ZHG-1714
Tankvorgang,,,,,,,,,,,,,30,2024-01-23 03:00:00,,VRA-3195
Tankvorgang,,,,,,,,,,,,,19,2024-04-06 13:31:35,2024-01-23 03:13:00,MHX-1424
Tankvorgang,,,,,,,,,,,,,20,2024-04-06 13:31:35,2024-01-23 03:27:00,GTX-9601
Tankvorgang,,,,,,,,,,,,,98,2024-04-06 13:31:35,2024-01-23 03:26:00,SVI-6515
PV-Anlage,23.01.2024 04:00:00,82.14,533,50.33,27.11,4.7,642.59,2655.63,30.23,917,18,-1633.2,,,,
Tankvorgang,,,,,,,,,,,,,75,2024-01-23 04:00:00,,HJT-9772
Tankvorgang,,,,,,,,,,,,,24,2024-04-06 13:31:35,2024-01-23 04:30:00,YIB-5725
PV-Anlage,23.01.2024 05:00:00,77.43,534,35.79,27.53,14.11,1451.9,664.63,70.49,640,45,1367.43,,,,
Tankvorgang,,,,,,,,,,,,,4,2024-01-23 05:00:00,,OVC-9004
Tankvorgang,,,,,,,,,,,,,15,2024-01-23 05:00:00,,QDI-0981
Tankvorgang,,,,,,,,,,,,,45,2024-01-23 05:00:00,,RYM-5251
Tankvorgang,,,,,,,,,,,,,68,2024-04-06 13:31:35,2024-01-23 05:28:00,HRS-6058
Tankvorgang,,,,,,,,,,,,,32,2024-04-06 13:31:35,2024-01-23 05:22:00,TUY-9842
Tankvorgang,,,,,,,,,,,,,42,2024-04-06 13:31:35,2024-01-23 05:29:00,OQC-4670
PV-Anlage,23.01.2024 06:00:00,63.19,535,56.24,6.03,0.92,1016.39,2431.46,4.1,827,38,142.6,,,,
Tankvorgang,,,,,,,,,,,,,6,2024-01-23 06:00:00,,KRL-2568
Tankvorgang,,,,,,,,,,,,,69,2024-01-23 06:00:00,,HGZ-4289
