Tankstellen-ID,Startzeit,Endzeit,Fahrzeugkennzeichen
99,2024-04-06 14:30:17,,JKJ-7539
6,2024-04-06 14:30:17,,BDY-6243
23,2024-04-06 14:30:17,,AEB-0593
45,2024-04-06 14:30:17,,KZV-4241
73,2024-04-06 14:30:17,,HYP-7363
17,2024-04-06 14:30:17,,OEL-5333
2,2024-04-06 14:30:17,,EDF-3475
58,2024-04-06 14:30:17,,TBO-6354
42,2024-04-06 14:30:17,,YIL-8144
17,2024-04-06 14:30:17,,YEB-9481
9,2024-04-06 14:30:17,,JQX-4974
8,2024-04-06 14:30:17,,BWH-4031
12,2024-04-06 14:30:17,,AWQ-9114
7,2024-04-06 14:30:17,,YUI-8103
63,2024-04-06 14:30:17,,HMI-9724
14,2024-04-06 14:30:17,,TKN-1770
43,2024-04-06 14:30:17,,PEL-3993
88,2024-04-06 14:30:17,,DFZ-9289
76,2024-04-06 14:30:17,,GXL-2042
10,2024-04-06 14:30:17,,AQB-8384
58,2024-04-06 14:30:17,,GCM-4912
74,2024-04-06 14:30:17,,JHQ-6978
55,2024-04-06 14:30:17,,FGR-1507
72,2024-04-06 14:30:17,,VEM-1857
86,2024-04-06 14:30:17,,ETH-2445
63,2024-04-06 14:30:17,,BSO-2772
47,2024-04-06 14:30:17,,FZD-5089
84,2024-04-06 14:30:17,,EVC-5575
89,2024-04-06 14:30:17,,ZLR-6517
62,2024-04-06 14:30:17,,LBU-3587
97,2024-04-06 14:30:17,,HHS-9249
13,2024-04-06 14:30:17,,PIE-6813
80,2024-04-06 14:30:17,,MZG-4070
25,2024-04-06 14:30:17,,GNL-2229
44,2024-04-06 14:30:17,,ZCL-2616
4,2024-04-06 14:30:17,,RGL-9296
35,2024-04-06 14:30:17,,PDJ-4913
81,2024-04-06 14:30:17,,IMR-6914
74,2024-04-06 14:30:17,,WUF-6103
51,2024-04-06 14:30:17,,KDX-3075
63,2024-04-06 14:30:17,,WZS-5399
17,2024-04-06 14:30:17,,BVR-1093
5,2024-04-06 14:30:17,,BAG-3388
55,2024-04-06 14:30:17,,OVE-3964
52,2024-04-06 14:30:17,,OTY-7064
3,2024-04-06 14:30:17,,NKO-6387
88,2024-04-06 14:30:17,,NJD-4577
43,2024-04-06 14:30:17,,WOY-8848
49,2024-04-06 14:30:17,,MLJ-0849
73,2024-04-06 14:30:17,,HIX-0192
74,2024-04-06 14:30:17,,KSK-9198
90,2024-04-06 14:30:17,,EFX-0486
63,2024-04-06 14:30:17,,WTV-2518
56,2024-04-06 14:30:17,,OWO-0881
80,2024-04-06 14:30:17,,WHW-8426
70,2024-04-06 14:30:17,,TSQ-1500
71,2024-04-06 14:30:17,,VDV-9814
58,2024-04-06 14:30:17,,HUE-7910
96,2024-04-06 14:30:17,,LGJ-9381
47,2024-04-06 14:30:17,,HQE-1643
96,2024-04-06 14:30:17,,HCF-5019
66,2024-04-06 14:30:17,,VEG-5527
46,2024-04-06 14:30:17,,OMC-3036
74,2024-04-06 14:30:17,,WZQ-6119
83,2024-04-06 14:30:17,,LEK-3985
53,2024-04-06 14:30:17,,ERV-2947
73,2024-04-06 14:30:17,,TJN-3255
28,2024-04-06 14:30:17,,KXI-6352
71,2024-04-06 14:30:17,,LIC-3441
1,2024-04-06 14:30:17,,NAK-4808
7,2024-04-06 14:30:17,,LAV-4453
56,2024-04-06 14:30:17,,QNE-4684
44,2024-04-06 14:30:17,,VZZ-9535
1,2024-04-06 14:30:17,,AQI-1647
54,2024-04-06 14:30:17,,YYB-2969
48,2024-04-06 14:30:17,,XMB-3935
96,2024-04-06 14:30:17,,WAW-5339
12,2024-04-06 14:30:17,,DOH-4595
29,2024-04-06 14:30:17,,ZFB-6441
82,2024-04-06 14:30:17,,HFW-9017
13,2024-04-06 14:30:17,,XLR-9068
86,2024-04-06 14:30:17,,HUL-5231
81,2024-04-06 14:30:17,,ZZF-5380
37,2024-04-06 14:30:17,,TUV-5979
27,2024-04-06 14:30:17,,QGB-8159
32,2024-04-06 14:30:17,,NXG-8607
12,2024-04-06 14:30:17,,JWH-4489
69,2024-04-06 14:30:17,,ADB-0945
30,2024-04-06 14:30:17,,WJJ-6314
36,2024-04-06 14:30:17,,RMJ-2848
39,2024-04-06 14:30:17,,WDM-9606
70,2024-04-06 14:30:17,,UJX-0476
98,2024-04-06 14:30:17,,BLR-8235
9,2024-04-06 14:30:17,,FCV-2556
32,2024-04-06 14:30:17,,JNL-9874
86,2024-04-06 14:30:17,,QLY-5623
87,2024-04-06 14:30:17,,UAG-1234
72,2024-04-06 14:30:17,,TGF-8460
68,2024-04-06 14:30:17,,NAM-2575
56,2024-04-06 14:30:17,,XKQ-8322
57,2024-04-06 14:30:17,,QXB-2686
68,2024-04-06 14:30:17,,LDH-2134
62,2024-04-06 14:30:17,,JWL-1916
1,2024-04-06 14:30:17,,YJA-5317
60,2024-04-06 14:30:17,,FMW-9643
90,2024-04-06 14:30:17,,CSK-3511
66,2024-04-06 14:30:17,,UKS-6909
46,2024-04-06 14:30:17,,WAO-8357
69,2024-04-06 14:30:17,,RQD-5790
22,2024-04-06 14:30:17,,KNL-8779
78,2024-04-06 14:30:17,,ERP-3812
68,2024-04-06 14:30:17,,ISO-8061
11,2024-04-06 14:30:17,,LOQ-0492
97,2024-04-06 14:30:17,,HOJ-1140
34,2024-04-06 14:30:17,,FFM-6372
18,2024-04-06 14:30:17,,ADK-4682
13,2024-04-06 14:30:17,,UMV-1400
16,2024-04-06 14:30:17,,EBW-2947
68,2024-04-06 14:30:17,,LXV-6923
53,2024-04-06 14:30:17,,LBC-6424
59,2024-04-06 14:30:17,,UEE-2030
5,2024-04-06 14:30:17,,OFL-2088
89,2024-04-06 14:30:17,,EID-5735
66,2024-04-06 14:30:17,,VPY-7597
20,2024-04-06 14:30:17,,VXO-3770
39,2024-04-06 14:30:17,,FIO-0028
75,2024-04-06 14:30:17,,MAZ-7507
39,2024-04-06 14:30:17,,KAR-6534
71,2024-04-06 14:30:17,,ISA-4026
18,2024-04-06 14:30:17,,QKE-5716
35,2024-04-06 14:30:17,,YSK-5011
38,2024-04-06 14:30:17,,MHT-1997
51,2024-04-06 14:30:17,,KJY-5700
94,2024-04-06 14:30:17,,STJ-7041
14,2024-04-06 14:30:17,,CZY-3484
45,2024-04-06 14:30:17,,ZDS-9318
65,2024-04-06 14:30:17,,RNQ-7876
90,2024-04-06 14:30:17,,OBK-1444
21,2024-04-06 14:30:17,,OWU-0778
43,2024-04-06 14:30:17,,TCP-3612
71,2024-04-06 14:30:17,,OIQ-2659
61,2024-04-06 14:30:17,,RJJ-8185
72,2024-04-06 14:30:17,,BBX-0888
84,2024-04-06 14:30:17,,ISK-4593
61,2024-04-06 14:30:17,,BYJ-3221
43,2024-04-06 14:30:17,,EGN-8328
31,2024-04-06 14:30:17,,VEK-0877
70,2024-04-06 14:30:17,,HMJ-1096
68,2024-04-06 14:30:17,,QTZ-2002
5,2024-04-06 14:30:17,,ILG-7420
99,2024-04-06 14:30:17,,UBI-7443
79,2024-04-06 14:30:17,,ABC-9898
53,2024-04-06 14:30:17,,JIY-2325
63,2024-04-06 14:30:17,,TNM-0590
32,2024-04-06 14:30:17,,EMA-1156
54,2024-04-06 14:30:17,,BGM-2604
66,2024-04-06 14:30:17,,RYU-4125
84,2024-04-06 14:30:17,,SAN-5982
1,2024-04-06 14:30:17,,TKF-2821
50,2024-04-06 14:30:17,,YWW-5269
84,2024-04-06 14:30:17,,UZQ-9415
92,2024-04-06 14:30:17,,OWW-5412
83,2024-04-06 14:30:17,,VIC-8247
77,2024-04-06 14:30:17,,XGI-3881
55,2024-04-06 14:30:17,,GRP-4298
17,2024-04-06 14:30:17,,JDP-9031
58,2024-04-06 14:30:17,,GKK-5294
70,2024-04-06 14:30:17,,XOK-1421
81,2024-04-06 14:30:17,,FAV-6529
24,2024-04-06 14:30:17,,EMK-6242
35,2024-04-06 14:30:17,,QEO-3244
78,2024-04-06 14:30:17,,BGY-2912
89,2024-04-06 14:30:17,,LTL-2870
17,2024-04-06 14:30:17,,PYX-5165
36,2024-04-06 14:30:17,,ELQ-5071
68,2024-04-06 14:30:17,,ARC-6374
23,2024-04-06 14:30:17,,UBD-5408
37,2024-04-06 14:30:17,,LBC-3901
20,2024-04-06 14:30:17,,JKQ-4600
17,2024-04-06 14:30:17,,GUJ-8251
84,2024-04-06 14:30:17,,KEK-7918
28,2024-04-06 14:30:17,,HSZ-3194
70,2024-04-06 14:30:17,,PNQ-8105
73,2024-04-06 14:30:17,,RKH-4330
52,2024-04-06 14:30:17,,MBI-9645
68,2024-04-06 14:30:17,,GGZ-7517
16,2024-04-06 14:30:17,,BSR-8684
43,2024-04-06 14:30:17,,APN-3243
56,2024-04-06 14:30:17,,DGT-1738
35,2024-04-06 14:30:17,,SPK-3826
47,2024-04-06 14:30:17,,MKB-4027
25,2024-04-06 14:30:17,,ESO-2830
12,2024-04-06 14:30:17,,UEH-1006
51,2024-04-06 14:30:17,,ERL-8718
96,2024-04-06 14:30:17,,LHF-7401
23,2024-04-06 14:30:17,,YLB-6603
9,2024-04-06 14:30:17,,ODJ-7905
15,2024-04-06 14:30:17,,UWD-1808
64,2024-04-06 14:30:17,,IOS-1265
96,2024-04-06 14:30:17,,WBA-3741
19,2024-04-06 14:30:17,,VUH-3413
53,2024-04-06 14:30:17,,DCQ-6113
24,2024-04-06 14:30:17,,AZK-0060
41,2024-04-06 14:30:17,,BKI-6961
7,2024-04-06 14:30:17,,WCP-5949
54,2024-04-06 14:30:17,,GOM-4979
30,2024-04-06 14:30:17,,CTY-7205
70,2024-04-06 14:30:17,,CYC-7166
76,2024-04-06 14:30:17,,ZWR-7203
20,2024-04-06 14:30:17,,CAP-5834
79,2024-04-06 14:30:17,,MZN-3007
37,2024-04-06 14:30:17,,WEA-1161
100,2024-04-06 14:30:17,,XPF-6555
63,2024-04-06 14:30:17,,ZWG-3667
24,2024-04-06 14:30:17,,QUP-7410
33,2024-04-06 14:30:17,,TJH-4164
5,2024-04-06 14:30:17,,WLH-2413
6,2024-04-06 14:30:17,,SES-2787
16,2024-04-06 14:30:17,,FKX-6220
26,2024-04-06 14:30:17,,XAT-5227
73,2024-04-06 14:30:17,,PUD-7579
73,2024-04-06 14:30:17,,SKZ-2708
77,2024-04-06 14:30:17,,SNA-7823
69,2024-04-06 14:30:17,,HXX-3359
93,2024-04-06 14:30:17,,FAJ-3739
52,2024-04-06 14:30:17,,WPI-5689
10,2024-04-06 14:30:17,,QXF-0266
58,2024-04-06 14:30:17,,HPL-7761
94,2024-04-06 14:30:17,,ZJY-5584
60,2024-04-06 14:30:17,,RGL-3189
52,2024-04-06 14:30:17,,HWC-0200
38,2024-04-06 14:30:17,,TNC-6253
77,2024-04-06 14:30:17,,UYC-3575
50,2024-04-06 14:30:17,,KYW-4307
46,2024-04-06 14:30:17,,SHW-1566
57,2024-04-06 14:30:17,,WMB-1456
57,2024-04-06 14:30:17,,AGX-0468
90,2024-04-06 14:30:17,,DJN-8571
47,2024-04-06 14:30:17,,PUX-9390
92,2024-04-06 14:30:17,,IMB-0807
89,2024-04-06 14:30:17,,WCW-2016
50,2024-04-06 14:30:17,,XUE-7222
17,2024-04-06 14:30:17,,OKK-5114
14,2024-04-06 14:30:17,,GGC-2405
56,2024-04-06 14:30:17,,QUM-1618
8,2024-04-06 14:30:17,,ZUH-3059
69,2024-04-06 14:30:17,,UWW-6649
60,2024-04-06 14:30:17,,LWY-9341
80,2024-04-06 14:30:17,,GPJ-9522
21,2024-04-06 14:30:17,,NWS-3971
94,2024-04-06 14:30:17,,BIQ-9403
14,2024-04-06 14:30:17,,PRQ-1602
68,2024-04-06 14:30:17,,THA-6184
43,2024-04-06 14:30:17,,CYD-0873
70,2024-04-06 14:30:17,,FFI-8706
62,2024-04-06 14:30:17,,ZQE-6725
36,2024-04-06 14:30:17,,PAF-2341
9,2024-04-06 14:30:17,,TEK-1089
57,2024-04-06 14:30:17,,GTN-9409
2,2024-04-06 14:30:17,,WBJ-1419
72,2024-04-06 14:30:17,,CGV-2442
85,2024-04-06 14:30:17,,IGT-0104
36,2024-04-06 14:30:17,,ZHX-8885
53,2024-04-06 14:30:17,,AIV-3580
1,2024-04-06 14:30:17,,PLX-2658
52,2024-04-06 14:30:17,,JAC-5345
71,2024-04-06 14:30:17,,NRT-4677
21,2024-04-06 14:30:17,,FPZ-0311
53,2024-04-06 14:30:17,,BKJ-3124
35,2024-04-06 14:30:17,,SWL-0879
53,2024-04-06 14:30:17,,CCS-5396
34,2024-04-06 14:30:17,,HEG-3749
44,2024-04-06 14:30:17,,ESS-3583
55,2024-04-06 14:30:17,,UYY-0804
66,2024-04-06 14:30:17,,BTD-4108
22,2024-04-06 14:30:17,,TAX-8632
22,2024-04-06 14:30:17,,RNT-2469
23,2024-04-06 14:30:17,,YGI-6255
18,2024-04-06 14:30:17,,UFR-0596
67,2024-04-06 14:30:17,,IKZ-6377
53,2024-04-06 14:30:17,,OIM-8378
11,2024-04-06 14:30:17,,SBS-7511
80,2024-04-06 14:30:17,,IIG-6491
78,2024-04-06 14:30:17,,UCJ-5632
15,2024-04-06 14:30:17,,IPM-4192
55,2024-04-06 14:30:17,,KYX-1956
35,2024-04-06 14:30:17,,DEW-9594
80,2024-04-06 14:30:17,,AAT-2542
95,2024-04-06 14:30:17,,YLK-8356
63,2024-04-06 14:30:17,,YCZ-3230
5,2024-04-06 14:30:17,,VTH-9039
64,2024-04-06 14:30:17,,MFV-8251
69,2024-04-06 14:30:17,,XTL-8329
65,2024-04-06 14:30:17,,BUR-4143
11,2024-04-06 14:30:17,,KRX-4978
65,2024-04-06 14:30:17,,MNO-0622
89,2024-04-06 14:30:17,,LCO-9259
47,2024-04-06 14:30:17,,DPJ-6242
64,2024-04-06 14:30:17,,WRT-8778
51,2024-04-06 14:30:17,,BIL-2125
21,2024-04-06 14:30:17,,QOD-3948
80,2024-04-06 14:30:17,,BSQ-7092
10,2024-04-06 14:30:17,,GSS-8638
64,2024-04-06 14:30:17,,JXB-9694
58,2024-04-06 14:30:17,,DNH-3045
65,2024-04-06 14:30:17,,GYE-2820
36,2024-04-06 14:30:17,,OEU-1985
52,2024-04-06 14:30:17,,BVG-6544
50,2024-04-06 14:30:17,,HRJ-8038
82,2024-04-06 14:30:17,,CPN-3396
60,2024-04-06 14:30:17,,SDM-8434
11,2024-04-06 14:30:17,,KEQ-3833
92,2024-04-06 14:30:17,,HPT-5744
79,2024-04-06 14:30:17,,UYJ-7108
50,2024-04-06 14:30:17,,MHU-9123
6,2024-04-06 14:30:17,,MUU-3159
26,2024-04-06 14:30:17,,VWW-1550
33,2024-04-06 14:30:17,,CJC-3793
49,2024-04-06 14:30:17,,VKK-9180
15,2024-04-06 14:30:17,,IPL-6128
41,2024-04-06 14:30:17,,XOX-9537
43,2024-04-06 14:30:17,,UJA-8279
90,2024-04-06 14:30:17,,ZQB-6876
19,2024-04-06 14:30:17,,ZHL-9382
28,2024-04-06 14:30:17,,ERR-6558
23,2024-04-06 14:30:17,,MWN-9271
30,2024-04-06 14:30:17,,ZQF-9288
44,2024-04-06 14:30:17,,LZC-8541
91,2024-04-06 14:30:17,,HBI-1920
17,2024-04-06 14:30:17,,ZGM-0104
87,2024-04-06 14:30:17,,QDL-0059
52,2024-04-06 14:30:17,,EOG-8045
89,2024-04-06 14:30:17,,UVH-8996
59,2024-04-06 14:30:17,,QLR-9651
50,2024-04-06 14:30:17,,QKT-8729
43,2024-04-06 14:30:17,,MJM-9255
96,2024-04-06 14:30:17,,BSZ-0680
8,2024-04-06 14:30:17,,MGA-9659
87,2024-04-06 14:30:17,,ELN-7102
33,2024-04-06 14:30:17,,PBZ-6052
73,2024-04-06 14:30:17,,FUF-8955
38,2024-04-06 14:30:17,,RJT-1124
94,2024-04-06 14:30:17,,QBE-2088
96,2024-04-06 14:30:17,,HBT-1622
53,2024-04-06 14:30:17,,OPX-5809
36,2024-04-06 14:30:17,,PTF-1740
80,2024-04-06 14:30:17,,IUN-6757
92,2024-04-06 14:30:17,,TDO-2915
32,2024-04-06 14:30:17,,YZT-9129
81,2024-04-06 14:30:17,,YAI-6336
99,2024-04-06 14:30:17,,MKL-8444
57,2024-04-06 14:30:17,,XPB-9520
14,2024-04-06 14:30:17,,MWC-9555
59,2024-04-06 14:30:17,,ILA-0792
36,2024-04-06 14:30:17,,MPH-0928
95,2024-04-06 14:30:17,,UOB-0390
85,2024-04-06 14:30:17,,LWJ-9356
54,2024-04-06 14:30:17,,IPD-7874
17,2024-04-06 14:30:17,,HSQ-2610
78,2024-04-06 14:30:17,,NJV-2097
37,2024-04-06 14:30:17,,JTT-3878
36,2024-04-06 14:30:17,,ANK-0253
8,2024-04-06 14:30:17,,UYG-7016
19,2024-04-06 14:30:17,,ZOQ-8851
96,2024-04-06 14:30:17,,GWD-7119
97,2024-04-06 14:30:17,,VSH-1566
9,2024-04-06 14:30:17,,JUB-2552
19,2024-04-06 14:30:17,,IRH-7151
38,2024-04-06 14:30:17,,OKE-5779
48,2024-04-06 14:30:17,,IEV-6998
28,2024-04-06 14:30:17,,NWM-4503
46,2024-04-06 14:30:17,,MVP-5378
25,2024-04-06 14:30:17,,IRF-1887
52,2024-04-06 14:30:17,,NOS-0815
11,2024-04-06 14:30:17,,IHL-5715
31,2024-04-06 14:30:17,,EFP-8938
24,2024-04-06 14:30:17,,XFT-6842
24,2024-04-06 14:30:17,,KAQ-1730
23,2024-04-06 14:30:17,,QDS-6365
22,2024-04-06 14:30:17,,VRW-9208
36,2024-04-06 14:30:17,,GRT-3935
90,2024-04-06 14:30:17,,FHC-9290
56,2024-04-06 14:30:17,,FVW-5640
43,2024-04-06 14:30:17,,RVG-5636
21,2024-04-06 14:30:17,,AXD-1420
20,2024-04-06 14:30:17,,NVT-5336
11,2024-04-06 14:30:17,,FID-2000
83,2024-04-06 14:30:17,,BLK-7294
16,2024-04-06 14:30:17,,SCR-8840
27,2024-04-06 14:30:17,,WBC-7684
84,2024-04-06 14:30:17,,BSH-1077
86,2024-04-06 14:30:17,,YVV-7600
18,2024-04-06 14:30:17,,DBC-7276
82,2024-04-06 14:30:17,,XHB-2889
42,2024-04-06 14:30:17,,SQK-3915
16,2024-04-06 14:30:17,,GYV-4295
59,2024-04-06 14:30:17,,ZCD-1295
55,2024-04-06 14:30:17,,HIQ-6501
44,2024-04-06 14:30:17,,FUL-2558
1,2024-04-06 14:30:17,,ZUB-8920
96,2024-04-06 14:30:17,,SYH-6774
93,2024-04-06 14:30:17,,BIH-7550
89,2024-04-06 14:30:17,,HDH-4000
66,2024-04-06 14:30:17,,ZEA-2133
75,2024-04-06 14:30:17,,GYF-6492
81,2024-04-06 14:30:17,,XUF-1474
42,2024-04-06 14:30:17,,FDW-9282
28,2024-04-06 14:30:17,,QGN-5789
10,2024-04-06 14:30:17,,CSR-4846
97,2024-04-06 14:30:17,,HAX-1275
83,2024-04-06 14:30:17,,YVW-9623
86,2024-04-06 14:30:17,,GLW-4708
73,2024-04-06 14:30:17,,TPV-8803
42,2024-04-06 14:30:17,,NQO-6677
69,2024-04-06 14:30:17,,VRP-2485
39,2024-04-06 14:30:17,,VCA-5004
96,2024-04-06 14:30:17,,BHN-7942
26,2024-04-06 14:30:17,,FJM-2969
9,2024-04-06 14:30:17,,JPZ-6951
40,2024-04-06 14:30:17,,YFZ-3355
22,2024-04-06 14:30:17,,AUL-7494
82,2024-04-06 14:30:17,,BNM-6066
28,2024-04-06 14:30:17,,JSF-3238
58,2024-04-06 14:30:17,,ZEP-9112
48,2024-04-06 14:30:17,,LOQ-1387
98,2024-04-06 14:30:17,,RWK-1295
80,2024-04-06 14:30:17,,LNS-8215
92,2024-04-06 14:30:17,,WGI-2794
70,2024-04-06 14:30:17,,XGS-3979
24,2024-04-06 14:30:17,,BZG-2691
37,2024-04-06 14:30:17,,IIT-7010
48,2024-04-06 14:30:17,,NKZ-0683
100,2024-04-06 14:30:17,,NTW-5336
14,2024-04-06 14:30:17,,QPF-2468
70,2024-04-06 14:30:17,,GWX-3663
96,2024-04-06 14:30:17,,FFB-0747
26,2024-04-06 14:30:17,,CES-2837
28,2024-04-06 14:30:17,,WUH-5956
76,2024-04-06 14:30:17,,KRS-5959
57,2024-04-06 14:30:17,,CYL-8996
78,2024-04-06 14:30:17,,SWN-8723
100,2024-04-06 14:30:17,,RPX-4512
79,2024-04-06 14:30:17,,TRT-7437
45,2024-04-06 14:30:17,,JSJ-8462
14,2024-04-06 14:30:17,,WUZ-0820
51,2024-04-06 14:30:17,,ZKR-5740
31,2024-04-06 14:30:17,,AXM-0775
75,2024-04-06 14:30:17,,ZPZ-5843
42,2024-04-06 14:30:17,,MHU-6447
67,2024-04-06 14:30:17,,YQM-9296
50,2024-04-06 14:30:17,,QBH-2694
36,2024-04-06 14:30:17,,HYE-6284
56,2024-04-06 14:30:17,,QSW-8040
6,2024-04-06 14:30:17,,FGU-1936
2,2024-04-06 14:30:17,,ENE-4306
57,2024-04-06 14:30:17,,QFW-8057
74,2024-04-06 14:30:17,,SDW-4271
4,2024-04-06 14:30:17,,WXY-2502
9,2024-04-06 14:30:17,,JPL-8924
93,2024-04-06 14:30:17,,CCJ-7738
65,2024-04-06 14:30:17,,QXP-1851
3,2024-04-06 14:30:17,,WOU-7762
17,2024-04-06 14:30:17,,OPM-7408
2,2024-04-06 14:30:17,,GGM-1720
97,2024-04-06 14:30:17,,XAV-3214
20,2024-04-06 14:30:17,,DPH-6093
62,2024-04-06 14:30:17,,JUO-3693
86,2024-04-06 14:30:17,,EXY-6185
27,2024-04-06 14:30:17,,QGI-9407
36,2024-04-06 14:30:17,,NSC-3634
94,2024-04-06 14:30:17,,FZP-9594
9,2024-04-06 14:30:17,,USA-4230
80,2024-04-06 14:30:17,,YKG-4536
34,2024-04-06 14:30:17,,QUN-0621
88,2024-04-06 14:30:17,,OMC-7332
49,2024-04-06 14:30:17,,QGX-0321
63,2024-04-06 14:30:17,,MYN-0480
53,2024-04-06 14:30:17,,JAG-6214
4,2024-04-06 14:30:17,,EHL-1129
38,2024-04-06 14:30:17,,TZN-2101
87,2024-04-06 14:30:17,,TYI-4135
24,2024-04-06 14:30:17,,AKX-5658
51,2024-04-06 14:30:17,,PAY-1549
45,2024-04-06 14:30:17,,ZME-3696
37,2024-04-06 14:30:17,,ILJ-4263
100,2024-04-06 14:30:17,,RRI-7871
47,2024-04-06 14:30:17,,LIE-0352
2,2024-04-06 14:30:17,,YDR-4087
98,2024-04-06 14:30:17,,JUB-5719
81,2024-04-06 14:30:17,,RWT-4730
93,2024-04-06 14:30:17,,RXQ-5580
22,2024-04-06 14:30:17,,BCJ-1881
90,2024-04-06 14:30:17,,BNK-9938
86,2024-04-06 14:30:17,,CBC-8849
74,2024-04-06 14:30:17,,UKT-8830
64,2024-04-06 14:30:17,,APH-0902
49,2024-04-06 14:30:17,,HPJ-2083
87,2024-04-06 14:30:17,,TVW-5328
2,2024-04-06 14:30:17,,UCQ-3037
13,2024-04-06 14:30:17,,MRD-9503
85,2024-04-06 14:30:17,,VUX-8512
42,2024-04-06 14:30:17,,MFQ-7898
66,2024-04-06 14:30:17,,CWB-3698
39,2024-04-06 14:30:17,,BDX-0605
54,2024-04-06 14:30:17,,RPM-9218
38,2024-04-06 14:30:17,,PVR-5168
28,2024-04-06 14:30:17,,WTL-5242
41,2024-04-06 14:30:17,,GTP-6918
100,2024-04-06 14:30:17,,GJJ-8750
51,2024-04-06 14:30:17,,XMJ-3024
80,2024-04-06 14:30:17,,AAO-6387
36,2024-04-06 14:30:17,,SCI-9787
98,2024-04-06 14:30:17,,VUJ-6615
11,2024-04-06 14:30:17,,KCW-9427
60,2024-04-06 14:30:17,,JNF-5733
80,2024-04-06 14:30:17,,MUN-2261
34,2024-04-06 14:30:17,,RDT-0669
2,2024-04-06 14:30:17,,XSF-6777
9,2024-04-06 14:30:17,,IWM-8930
96,2024-04-06 14:30:18,,JOM-8240
73,2024-04-06 14:30:18,,AZK-2819
49,2024-04-06 14:30:18,,LTZ-8759
100,2024-04-06 14:30:18,,SGL-4721
30,2024-04-06 14:30:18,,RNV-1011
35,2024-04-06 14:30:18,,HSS-2237
66,2024-04-06 14:30:18,,WSU-5385
88,2024-04-06 14:30:18,,KZM-1962
39,2024-04-06 14:30:18,,INZ-0559
56,2024-04-06 14:30:18,,PTI-8728
95,2024-04-06 14:30:18,,RMJ-1189
84,2024-04-06 14:30:18,,LWR-8902
82,2024-04-06 14:30:18,,FGL-0248
98,2024-04-06 14:30:18,,TDL-0591
95,2024-04-06 14:30:18,,DOS-5965
21,2024-04-06 14:30:18,,JEB-1067
60,2024-04-06 14:30:18,,YQK-8856
8,2024-04-06 14:30:18,,RLO-5614
1,2024-04-06 14:30:18,,AXL-3441
83,2024-04-06 14:30:18,,OVI-1735
60,2024-04-06 14:30:18,,VRF-7090
71,2024-04-06 14:30:18,,PZX-6229
70,2024-04-06 14:30:18,,FHT-4625
60,2024-04-06 14:30:18,,OEN-6748
56,2024-04-06 14:30:18,,LQT-5706
72,2024-04-06 14:30:18,,WFI-1761
88,2024-04-06 14:30:18,,PBV-2630
49,2024-04-06 14:30:18,,MMY-6898
4,2024-04-06 14:30:18,,ZQW-4929
32,2024-04-06 14:30:18,,GFD-2985
61,2024-04-06 14:30:18,,BAQ-7892
93,2024-04-06 14:30:18,,HFC-7788
89,2024-04-06 14:30:18,,IJL-6235
67,2024-04-06 14:30:18,,UMP-6740
51,2024-04-06 14:30:18,,FRT-4940
79,2024-04-06 14:30:18,,ERU-1048
45,2024-04-06 14:30:18,,IEY-8927
20,2024-04-06 14:30:18,,YFW-4989
84,2024-04-06 14:30:18,,YLL-7664
86,2024-04-06 14:30:18,,XXN-6253
74,2024-04-06 14:30:18,,PRT-7706
12,2024-04-06 14:30:18,,GIB-8889
18,2024-04-06 14:30:18,,PZW-5526
23,2024-04-06 14:30:18,,NEK-5636
92,2024-04-06 14:30:18,,VGS-3053
10,2024-04-06 14:30:18,,GCT-8703
54,2024-04-06 14:30:18,,VPD-1670
35,2024-04-06 14:30:18,,GFA-5721
73,2024-04-06 14:30:18,,QHW-5292
50,2024-04-06 14:30:18,,SSL-6711
79,2024-04-06 14:30:18,,UXN-1540
32,2024-04-06 14:30:18,,FNH-5867
89,2024-04-06 14:30:18,,VCI-2393
30,2024-04-06 14:30:18,,DYO-1193
44,2024-04-06 14:30:18,,NZY-0108
57,2024-04-06 14:30:18,,YDS-1993
16,2024-04-06 14:30:18,,TJA-4376
62,2024-04-06 14:30:18,,XIB-8833
58,2024-04-06 14:30:18,,WDV-8996
87,2024-04-06 14:30:18,,MTO-6916
81,2024-04-06 14:30:18,,VSA-5470
97,2024-04-06 14:30:18,,KDW-5420
52,2024-04-06 14:30:18,,XVF-8330
90,2024-04-06 14:30:18,,BEP-1780
30,2024-04-06 14:30:18,,RLA-9116
64,2024-04-06 14:30:18,,VYG-0668
54,2024-04-06 14:30:18,,PDF-3764
85,2024-04-06 14:30:18,,XYE-7264
92,2024-04-06 14:30:18,,ALP-1119
56,2024-04-06 14:30:18,,VRM-1498
9,2024-04-06 14:30:18,,OOT-0608
78,2024-04-06 14:30:18,,LQV-0898
16,2024-04-06 14:30:18,,DCS-0368
61,2024-04-06 14:30:18,,UQM-1746
8,2024-04-06 14:30:18,,RBL-6795
2,2024-04-06 14:30:18,,JHB-1280
75,2024-04-06 14:30:18,,XBC-6804
48,2024-04-06 14:30:18,,NHE-7327
40,2024-04-06 14:30:18,,XUV-7502
45,2024-04-06 14:30:18,,JFW-7041
63,2024-04-06 14:30:18,,BAB-9317
4,2024-04-06 14:30:18,,RGO-5444
70,2024-04-06 14:30:18,,LSI-3665
31,2024-04-06 14:30:18,,HPD-8776
